0.000000000000000000e+00 2.715518623480348737e+01 1.584117803311071526e+01 5.451329466507748300e+00 8.114168630778696212e+00 1.401154647895566185e+01 7.875226378867949961e+00 1.202215711274758903e+01 1.044135368966314559e+01 9.794419673346709487e+00 7.798480112480099535e+00 1.140295231150143529e+01 1.254890959038181819e+01 1.459707858778756062e+01 1.583828024739863949e+01 1.619802327477250969e+01 1.347481675837456372e+01 1.082598474466756144e+01 7.302525086428635070e+00 8.791872203949569808e+00 8.811533997008446306e+00 8.374171373602457891e+00 8.734708619274611507e+00 8.378699296208026226e+00 4.356757640045105795e+00 5.533264196448262062e+00 5.971657919373196677e+00 5.608683714863671455e+00 6.031446237842930103e+00 7.163475389496976042e+00 7.371244299713874959e+00 6.966949034942304664e+00 7.085881132415750017e+00 7.605055819451278509e+00 6.969723719010301188e+00
-1.000000000000000000e+02 0.000000000000000000e+00 5.742531469704559299e+00 -3.667287239035521562e+00 4.418294281460477535e+00 1.308656951088791232e+01 6.123897484329998697e+00 1.143705630048699184e+01 9.775023579125431183e+00 9.181743431606271599e+00 7.066416144812825983e+00 1.118825102614475853e+01 1.248442191440146587e+01 1.473615310788138899e+01 1.607358894082513245e+01 1.643942308456043477e+01 1.347548629709591772e+01 1.062986595292816361e+01 6.874262445343215511e+00 8.504555327722185254e+00 8.549949250046351423e+00 8.106398762941037006e+00 8.508474888628981603e+00 8.147674412761718443e+00 3.914268090570161007e+00 5.188607465915606731e+00 5.673254275771011379e+00 5.310151926715489523e+00 5.771125171435809165e+00 6.970770163636319516e+00 7.198031676902183484e+00 6.784758809383029110e+00 6.917696187384203554e+00 7.465921717149903714e+00 6.811218446824418571e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 -2.267386823747279578e+01 1.286133959162905072e+00 1.389009518960517831e+01 5.058257408985888937e+00 1.172491438885379011e+01 9.720050490750420380e+00 9.050716006433280114e+00 6.692576581804776659e+00 1.137008142868136673e+01 1.278049861135155396e+01 1.521882140816692797e+01 1.662376597138855061e+01 1.695974388675711708e+01 1.369151560481112284e+01 1.060365337480391190e+01 6.576481308677162296e+00 8.349851555336762488e+00 8.412621301617463132e+00 7.953020882121997204e+00 8.391676780961931925e+00 8.018342282205924931e+00 3.554751398665745299e+00 4.927546385154668585e+00 5.456270685209752003e+00 5.088825605527547147e+00 5.585786971299788739e+00 6.852244918214989156e+00 7.096258396343557706e+00 6.670341785427336134e+00 6.814800731141912316e+00 7.390328621658293073e+00 6.712949118187849784e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 8.659875724709898748e+00 2.044439632181644839e+01 5.574078113675584589e+00 1.354293242870243574e+01 1.055595514212779307e+01 9.533675777793181538e+00 6.720056965458565124e+00 1.199744916266261008e+01 1.346475888086771100e+01 1.606350654130328337e+01 1.749663639081589039e+01 1.775615458856718476e+01 1.410348080356234135e+01 1.071846766525783679e+01 6.373144076308623340e+00 8.296075711393724461e+00 8.368962882695907268e+00 7.883929386535504236e+00 8.355779817740893733e+00 7.962781625403270169e+00 3.247203779091401010e+00 4.721986478951545330e+00 5.294340764061566951e+00 4.919165611536469029e+00 5.451296749827738708e+00 6.785523131564974442e+00 7.044476922102793637e+00 6.602730906283515999e+00 6.757016664400605777e+00 7.359046989565487529e+00 6.655947893069114052e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 2.095201043751941938e+01 1.013390345299436390e+00 1.349950045254537656e+01 9.899386011514055284e+00 8.895483897079149216e+00 5.812940467086646912e+00 1.207811917810144209e+01 1.372859874665481783e+01 1.659790091701285419e+01 1.811334277398124470e+01 1.831643264398223891e+01 1.423639583052216295e+01 1.053581630695033056e+01 5.852602888768232425e+00 7.986032999384673481e+00 8.097014854277141183e+00 7.604539341777050154e+00 8.133394290998751330e+00 7.733352964269690766e+00 2.742101562102949863e+00 4.350795288107023318e+00 4.985620028667203663e+00 4.611963617401415583e+00 5.193164915192172160e+00 6.611617617313370054e+00 6.893702976175752895e+00 6.439833732527788790e+00 6.610317307466440084e+00 7.246463753445553380e+00 6.518747191386831119e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 nan -2.981366733925172596e+00 1.670029618305264307e+01 1.046036266741205978e+01 8.976898555346446429e+00 5.295127041959446501e+00 1.274050256870393838e+01 1.448695455474573457e+01 1.759226617737501641e+01 1.912749262688489083e+01 1.920037340752713817e+01 1.456736490473340417e+01 1.047472653468091153e+01 5.393181649595457650e+00 7.758323709526848688e+00 7.904182283638894191e+00 7.396447311770559807e+00 7.982273456846900039e+00 7.568772489053787744e+00 2.273976951237610677e+00 4.025590589420557919e+00 4.725054558537533644e+00 4.350365042540027538e+00 4.981360938037515673e+00 6.486848195874106437e+00 6.790798016243382307e+00 6.321544636233089598e+00 6.506888603190219555e+00 7.176886098028023575e+00 6.421218186628485647e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 2.205534136845574977e+01 1.000604060583178878e+01 8.316551068658251111e+00 4.117953042155253485e+00 1.338057335782298907e+01 1.525776029710090853e+01 1.865843734272294441e+01 2.020282342550780896e+01 2.010320573254447041e+01 1.479554987438573832e+01 1.025256667180358683e+01 4.728413192882996441e+00 7.390966717552815979e+00 7.594392303964458968e+00 7.082697772977875061e+00 7.744502370234473965e+00 7.324126582078571701e+00 1.695464028385207378e+00 3.618794992584151160e+00 4.397900761339612608e+00 4.027685022607951915e+00 4.718541270875831195e+00 6.323597701782990299e+00 6.654163604983587277e+00 6.170253228922839561e+00 6.373886477548307283e+00 7.082442670809774299e+00 6.297760306970956456e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 8.710414724671311504e+00 7.269467182269195860e+00 2.551415513589128103e+00 1.457077990994593009e+01 1.644521841877610768e+01 2.011871251533858640e+01 2.158362356638039614e+01 2.120526949743788236e+01 1.503068564566669707e+01 9.947917116868310927e+00 3.919758868311995492e+00 6.951116957078884440e+00 7.231812826150219031e+00 6.723161243542952192e+00 7.476988387209315690e+00 7.052361439896470685e+00 1.054866668300258326e+00 3.176892286348032002e+00 4.048247102092727978e+00 3.685618375798305202e+00 4.444023384676909494e+00 6.158819909678481253e+00 6.518653430658472026e+00 6.018982851768361897e+00 6.242570274375625061e+00 6.992685893213446136e+00 6.176628762333336020e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 6.151636457352283038e+00 7.854273255970101175e-01 1.717072724736681266e+01 1.846659025304928647e+01 2.223782452192551062e+01 2.341896850613800396e+01 2.257498984498105443e+01 1.525455973806892906e+01 9.518838875428524915e+00 2.918222620760713149e+00 6.416653535172200939e+00 6.802775646389869202e+00 6.307980601379958863e+00 7.174593593190148333e+00 6.749572405175219281e+00 3.433037285546447492e-01 2.696655720815188673e+00 3.675298297799978187e+00 3.324045524464458445e+00 4.158791159160113438e+00 5.994723648502842117e+00 6.386649978857650289e+00 5.869837808412481372e+00 6.115095380407820080e+00 6.909944476872986741e+00 6.059776553881013328e+00
-1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 -1.000000000000000000e+02 0.000000000000000000e+00 -1.347511160466052793e-01 2.314192204822993659e+01 2.173702555783343371e+01 2.512060912332163554e+01 2.565565955684465749e+01 2.407787236855547519e+01 1.524514936413532418e+01 8.752537425119410130e+00 1.534520165145125681e+00 5.662665614591344543e+00 6.210591210358695768e+00 5.757518265253236400e+00 6.773530896574486704e+00 6.360461645848136669e+00 -4.982980206654219479e-01 2.133781893254060869e+00 3.242765239389355791e+00 2.910838622642253348e+00 3.835420745565243372e+00 5.808559782385946946e+00 6.237714258831106307e+00 5.703544866538634572e+00 5.973857598883802744e+00 6.818393830746161122e+00 5.931790832582484185e+00
